,date,event_name,digital_button,photoresistor,temperature,humidity
1892,November 20 2019 at 04:47AM,esp8266_readings,1,1024,18.60,48.00
1893,November 20 2019 at 04:48AM,esp8266_readings,1,1024,18.60,48.00
1894,November 20 2019 at 04:49AM,esp8266_readings,1,1024,18.60,48.00
1895,November 20 2019 at 04:50AM,esp8266_readings,1,1024,18.60,48.00
1896,November 20 2019 at 04:51AM,esp8266_readings,1,1024,18.60,48.00
1897,November 20 2019 at 04:52AM,esp8266_readings,1,1024,18.60,48.00
1898,November 20 2019 at 04:53AM,esp8266_readings,1,1024,18.60,48.00
1899,November 20 2019 at 04:54AM,esp8266_readings,1,1024,18.60,48.00
1900,November 20 2019 at 04:55AM,esp8266_readings,1,1024,18.60,48.00
1901,November 20 2019 at 04:56AM,esp8266_readings,1,1024,18.60,48.00
1902,November 20 2019 at 04:57AM,esp8266_readings,1,1024,18.60,48.00
1903,November 20 2019 at 04:58AM,esp8266_readings,1,1024,18.60,48.00
1904,November 20 2019 at 04:59AM,esp8266_readings,1,1024,18.60,48.00
1905,November 20 2019 at 05:00AM,esp8266_readings,1,1024,18.60,48.00
1906,November 20 2019 at 05:01AM,esp8266_readings,1,1024,18.60,48.00
1907,November 20 2019 at 05:02AM,esp8266_readings,1,1024,18.60,48.00
1908,November 20 2019 at 05:03AM,esp8266_readings,1,1024,18.60,48.00
1909,November 20 2019 at 05:04AM,esp8266_readings,1,1024,18.60,48.00
1910,November 20 2019 at 05:05AM,esp8266_readings,1,1024,18.60,48.00
1911,November 20 2019 at 05:06AM,esp8266_readings,1,1024,18.60,48.00
1912,November 20 2019 at 05:07AM,esp8266_readings,1,1024,18.60,48.00
1913,November 20 2019 at 05:08AM,esp8266_readings,1,1024,18.60,48.00
1914,November 20 2019 at 05:09AM,esp8266_readings,1,1024,18.60,48.00
1915,November 20 2019 at 05:10AM,esp8266_readings,1,1024,18.60,48.00
1916,November 20 2019 at 05:11AM,esp8266_readings,1,1024,18.60,48.00
1917,November 20 2019 at 05:12AM,esp8266_readings,1,1024,18.60,48.00
1918,November 20 2019 at 05:13AM,esp8266_readings,1,1024,18.60,48.00
1919,November 20 2019 at 05:14AM,esp8266_readings,1,1024,18.60,48.00
1920,November 20 2019 at 05:15AM,esp8266_readings,1,1024,18.60,48.00
1921,November 20 2019 at 05:16AM,esp8266_readings,1,1024,18.60,48.00
1922,November 20 2019 at 05:17AM,esp8266_readings,1,1024,18.60,48.00
1923,November 20 2019 at 05:18AM,esp8266_readings,1,1024,18.60,48.00
1924,November 20 2019 at 05:19AM,esp8266_readings,1,1024,18.60,48.00
1925,November 20 2019 at 05:20AM,esp8266_readings,1,1024,18.60,48.00
1926,November 20 2019 at 05:21AM,esp8266_readings,1,1024,18.60,48.00
1927,November 20 2019 at 05:22AM,esp8266_readings,1,1024,18.60,47.00
1928,November 20 2019 at 05:23AM,esp8266_readings,1,1024,18.60,48.00
1929,November 20 2019 at 05:24AM,esp8266_readings,1,1024,18.60,48.00
1930,November 20 2019 at 05:25AM,esp8266_readings,1,1024,18.60,48.00
1931,November 20 2019 at 05:26AM,esp8266_readings,1,1024,18.60,48.00
1932,November 20 2019 at 05:27AM,esp8266_readings,1,1024,18.60,48.00
1933,November 20 2019 at 05:28AM,esp8266_readings,1,1024,18.60,47.00
1934,November 20 2019 at 05:29AM,esp8266_readings,1,1024,18.60,48.00
1935,November 20 2019 at 05:30AM,esp8266_readings,1,1024,18.60,48.00
1936,November 20 2019 at 05:31AM,esp8266_readings,1,1024,18.60,48.00
1937,November 20 2019 at 05:32AM,esp8266_readings,1,1024,18.60,48.00
1938,November 20 2019 at 05:33AM,esp8266_readings,1,1024,18.60,48.00
1939,November 20 2019 at 05:34AM,esp8266_readings,1,1024,18.60,48.00
1940,November 20 2019 at 05:35AM,esp8266_readings,1,1024,18.60,48.00
1941,November 20 2019 at 05:36AM,esp8266_readings,1,1024,18.60,47.00
1942,November 20 2019 at 05:37AM,esp8266_readings,1,1024,18.60,47.00
1943,November 20 2019 at 05:38AM,esp8266_readings,1,1024,18.60,48.00
1944,November 20 2019 at 05:39AM,esp8266_readings,1,1024,18.60,47.00
1945,November 20 2019 at 05:40AM,esp8266_readings,1,1024,18.60,47.00
1946,November 20 2019 at 05:41AM,esp8266_readings,1,1024,18.60,47.00
1947,November 20 2019 at 05:42AM,esp8266_readings,1,1024,18.60,47.00
1948,November 20 2019 at 05:43AM,esp8266_readings,1,1024,18.60,47.00
1949,November 20 2019 at 05:44AM,esp8266_readings,1,1024,18.60,48.00
1950,November 20 2019 at 05:45AM,esp8266_readings,1,1024,18.60,47.00
1951,November 20 2019 at 05:46AM,esp8266_readings,1,1024,18.60,47.00
1952,November 20 2019 at 05:47AM,esp8266_readings,1,1024,18.60,47.00
1953,November 20 2019 at 05:48AM,esp8266_readings,1,1024,18.60,47.00
1954,November 20 2019 at 05:49AM,esp8266_readings,1,1024,18.60,47.00
1955,November 20 2019 at 05:50AM,esp8266_readings,1,1024,18.60,47.00
1956,November 20 2019 at 05:51AM,esp8266_readings,1,1024,18.60,47.00
1957,November 20 2019 at 05:52AM,esp8266_readings,1,1024,18.60,47.00
1958,November 20 2019 at 05:53AM,esp8266_readings,1,1024,18.60,47.00
1959,November 20 2019 at 05:54AM,esp8266_readings,1,1024,18.60,47.00
1960,November 20 2019 at 05:55AM,esp8266_readings,1,1024,18.60,47.00
1961,November 20 2019 at 05:56AM,esp8266_readings,1,1024,18.60,47.00
1962,November 20 2019 at 05:57AM,esp8266_readings,1,1024,18.60,47.00
1963,November 20 2019 at 05:58AM,esp8266_readings,1,1024,18.60,47.00
1964,November 20 2019 at 05:59AM,esp8266_readings,1,1024,18.60,47.00
1965,November 20 2019 at 06:00AM,esp8266_readings,1,1024,18.60,47.00
1966,November 20 2019 at 06:01AM,esp8266_readings,1,1024,18.60,47.00
1967,November 20 2019 at 06:02AM,esp8266_readings,1,1024,18.60,47.00
1968,November 20 2019 at 06:03AM,esp8266_readings,1,1024,18.60,47.00
1969,November 20 2019 at 06:04AM,esp8266_readings,1,1024,18.60,47.00
1970,November 20 2019 at 06:05AM,esp8266_readings,1,1024,18.60,47.00
1971,November 20 2019 at 06:07AM,esp8266_readings,1,1024,18.60,47.00
1972,November 20 2019 at 06:08AM,esp8266_readings,1,1024,18.60,47.00
1973,November 20 2019 at 06:09AM,esp8266_readings,1,1024,18.60,47.00
1974,November 20 2019 at 06:10AM,esp8266_readings,1,1024,18.60,47.00
1975,November 20 2019 at 06:11AM,esp8266_readings,1,1024,18.60,47.00
1976,November 20 2019 at 06:12AM,esp8266_readings,1,1024,18.60,47.00
1977,November 20 2019 at 06:13AM,esp8266_readings,1,1024,18.60,47.00
1978,November 20 2019 at 06:14AM,esp8266_readings,1,1024,18.60,47.00
1979,November 20 2019 at 06:15AM,esp8266_readings,1,1024,18.60,47.00
1980,November 20 2019 at 06:16AM,esp8266_readings,1,1024,18.60,46.00
1981,November 20 2019 at 06:17AM,esp8266_readings,1,1024,18.60,47.00
1982,November 20 2019 at 06:18AM,esp8266_readings,1,1024,18.60,47.00
1983,November 20 2019 at 06:19AM,esp8266_readings,1,1024,18.60,47.00
1984,November 20 2019 at 06:20AM,esp8266_readings,1,1024,18.60,47.00
1985,November 20 2019 at 06:21AM,esp8266_readings,1,1024,18.60,47.00
1986,November 20 2019 at 06:22AM,esp8266_readings,1,1024,18.60,47.00
1987,November 20 2019 at 06:23AM,esp8266_readings,1,1024,18.60,47.00
1988,November 20 2019 at 06:24AM,esp8266_readings,1,1024,18.60,46.00
1989,November 20 2019 at 06:25AM,esp8266_readings,1,1024,18.60,46.00
1990,November 20 2019 at 06:26AM,esp8266_readings,1,1024,18.60,47.00
1991,November 20 2019 at 06:27AM,esp8266_readings,1,1024,18.60,47.00
1992,November 20 2019 at 06:28AM,esp8266_readings,1,1024,18.60,47.00
1993,November 20 2019 at 06:29AM,esp8266_readings,1,1024,18.60,47.00
1994,November 20 2019 at 06:30AM,esp8266_readings,1,1024,18.60,46.00
1995,November 20 2019 at 06:31AM,esp8266_readings,1,1024,18.60,46.00
1996,November 20 2019 at 06:32AM,esp8266_readings,1,1024,18.60,47.00
1997,November 20 2019 at 06:33AM,esp8266_readings,1,1024,18.60,46.00
1998,November 20 2019 at 06:34AM,esp8266_readings,1,1024,18.60,47.00
1999,November 20 2019 at 06:35AM,esp8266_readings,1,1024,18.60,46.00
2000,November 20 2019 at 06:36AM,esp8266_readings,1,1024,18.60,46.00
2001,November 20 2019 at 06:37AM,esp8266_readings,1,1024,18.60,46.00
2002,November 20 2019 at 06:38AM,esp8266_readings,1,1024,18.60,46.00
2003,November 20 2019 at 06:39AM,esp8266_readings,1,1024,18.60,46.00
2004,November 20 2019 at 06:40AM,esp8266_readings,1,1024,18.60,46.00
2005,November 20 2019 at 06:41AM,esp8266_readings,1,1024,18.60,46.00
2006,November 20 2019 at 06:42AM,esp8266_readings,1,1024,18.60,46.00
2007,November 20 2019 at 06:43AM,esp8266_readings,1,1024,18.60,46.00
2008,November 20 2019 at 06:44AM,esp8266_readings,1,1024,18.60,46.00
2009,November 20 2019 at 06:45AM,esp8266_readings,1,1024,18.60,46.00
2010,November 20 2019 at 06:46AM,esp8266_readings,1,1024,18.60,46.00
2011,November 20 2019 at 06:47AM,esp8266_readings,1,1024,18.60,46.00
2012,November 20 2019 at 06:48AM,esp8266_readings,1,1024,18.60,46.00
2013,November 20 2019 at 06:49AM,esp8266_readings,1,1024,18.60,46.00
2014,November 20 2019 at 06:50AM,esp8266_readings,1,1024,18.60,46.00
2015,November 20 2019 at 06:51AM,esp8266_readings,1,1024,18.60,46.00
2016,November 20 2019 at 06:52AM,esp8266_readings,1,1024,18.60,46.00
2017,November 20 2019 at 06:53AM,esp8266_readings,1,1024,18.60,46.00
2018,November 20 2019 at 06:54AM,esp8266_readings,1,1024,18.60,46.00
2019,November 20 2019 at 06:55AM,esp8266_readings,1,1024,18.60,46.00
2020,November 20 2019 at 06:56AM,esp8266_readings,1,1024,18.60,46.00
2021,November 20 2019 at 06:57AM,esp8266_readings,1,1024,18.60,46.00
2022,November 20 2019 at 06:58AM,esp8266_readings,1,1024,18.60,46.00
2023,November 20 2019 at 06:59AM,esp8266_readings,1,1024,18.60,46.00
2024,November 20 2019 at 07:00AM,esp8266_readings,1,1024,18.60,46.00
2025,November 20 2019 at 07:01AM,esp8266_readings,1,1024,18.60,45.00
2026,November 20 2019 at 07:02AM,esp8266_readings,1,1024,18.60,45.00
2027,November 20 2019 at 07:03AM,esp8266_readings,1,1024,18.60,46.00
2028,November 20 2019 at 07:04AM,esp8266_readings,1,1024,18.60,46.00
2029,November 20 2019 at 07:05AM,esp8266_readings,1,1024,18.60,46.00
2030,November 20 2019 at 07:06AM,esp8266_readings,1,1024,18.60,46.00
2031,November 20 2019 at 07:07AM,esp8266_readings,1,1024,18.60,46.00
2032,November 20 2019 at 07:08AM,esp8266_readings,1,1024,18.60,46.00
2033,November 20 2019 at 07:09AM,esp8266_readings,1,1024,18.60,45.00
2034,November 20 2019 at 07:10AM,esp8266_readings,1,1024,18.60,46.00
2035,November 20 2019 at 07:11AM,esp8266_readings,1,1024,18.60,45.00
2036,November 20 2019 at 07:12AM,esp8266_readings,1,1024,18.60,45.00
2037,November 20 2019 at 07:13AM,esp8266_readings,1,1024,18.60,46.00
2038,November 20 2019 at 07:14AM,esp8266_readings,1,1024,18.60,45.00
2039,November 20 2019 at 07:15AM,esp8266_readings,1,1024,18.60,45.00
2040,November 20 2019 at 07:16AM,esp8266_readings,1,1024,18.60,45.00
2041,November 20 2019 at 07:17AM,esp8266_readings,1,1024,18.60,45.00
2042,November 20 2019 at 07:18AM,esp8266_readings,1,1024,18.60,45.00
2043,November 20 2019 at 07:19AM,esp8266_readings,1,1024,18.60,45.00
2044,November 20 2019 at 07:20AM,esp8266_readings,1,1024,18.60,46.00
2045,November 20 2019 at 07:24AM,esp8266_readings,1,1005,18.60,46.00
2046,November 20 2019 at 07:25AM,esp8266_readings,1,996,18.60,46.00
2047,November 20 2019 at 07:26AM,esp8266_readings,1,994,18.60,46.00
2048,November 20 2019 at 07:27AM,esp8266_readings,1,988,18.60,46.00
2049,November 20 2019 at 07:28AM,esp8266_readings,1,980,18.60,45.00
2050,November 20 2019 at 07:29AM,esp8266_readings,1,974,18.60,45.00
2051,November 20 2019 at 07:30AM,esp8266_readings,1,968,18.60,45.00
2052,November 20 2019 at 07:31AM,esp8266_readings,1,962,18.60,45.00
2053,November 20 2019 at 07:32AM,esp8266_readings,1,956,18.60,45.00
2054,November 20 2019 at 07:33AM,esp8266_readings,1,952,18.60,45.00
2055,November 20 2019 at 07:34AM,esp8266_readings,1,944,18.60,45.00
2056,November 20 2019 at 07:35AM,esp8266_readings,1,945,18.60,45.00
2057,November 20 2019 at 07:36AM,esp8266_readings,1,969,18.60,45.00
2058,November 20 2019 at 07:37AM,esp8266_readings,1,961,18.60,45.00
2059,November 20 2019 at 07:38AM,esp8266_readings,1,970,18.70,45.00
2060,November 20 2019 at 07:39AM,esp8266_readings,1,979,18.60,45.00
2061,November 20 2019 at 07:40AM,esp8266_readings,1,984,18.60,45.00
2062,November 20 2019 at 07:41AM,esp8266_readings,1,982,18.70,45.00
2063,November 20 2019 at 07:42AM,esp8266_readings,1,968,18.60,45.00
2064,November 20 2019 at 07:43AM,esp8266_readings,1,946,18.70,45.00
2065,November 20 2019 at 07:44AM,esp8266_readings,1,919,18.60,45.00
2066,November 20 2019 at 07:45AM,esp8266_readings,1,895,18.60,45.00
2067,November 20 2019 at 07:46AM,esp8266_readings,1,876,18.60,45.00
2068,November 20 2019 at 07:47AM,esp8266_readings,1,852,18.60,45.00
2069,November 20 2019 at 07:48AM,esp8266_readings,1,826,18.60,45.00
2070,November 20 2019 at 07:49AM,esp8266_readings,1,812,18.60,45.00
2071,November 20 2019 at 07:50AM,esp8266_readings,1,798,18.70,45.00
2072,November 20 2019 at 07:51AM,esp8266_readings,1,780,18.70,45.00
2073,November 20 2019 at 07:52AM,esp8266_readings,1,764,18.70,45.00
2074,November 20 2019 at 07:53AM,esp8266_readings,1,749,18.70,45.00
2075,November 20 2019 at 07:54AM,esp8266_readings,1,749,18.70,45.00
2076,November 20 2019 at 07:55AM,esp8266_readings,1,765,18.70,45.00
2077,November 20 2019 at 07:56AM,esp8266_readings,1,782,18.70,45.00
2078,November 20 2019 at 07:57AM,esp8266_readings,1,784,18.70,45.00
2079,November 20 2019 at 07:58AM,esp8266_readings,1,766,18.70,45.00
2080,November 20 2019 at 07:59AM,esp8266_readings,1,740,18.70,45.00
2081,November 20 2019 at 08:00AM,esp8266_readings,1,715,18.70,45.00
2082,November 20 2019 at 08:01AM,esp8266_readings,1,691,18.80,45.00
2083,November 20 2019 at 08:02AM,esp8266_readings,1,667,18.80,45.00
2084,November 20 2019 at 08:03AM,esp8266_readings,1,645,18.90,45.00
2085,November 20 2019 at 08:04AM,esp8266_readings,1,633,18.90,45.00
2086,November 20 2019 at 08:05AM,esp8266_readings,1,626,18.90,45.00
2087,November 20 2019 at 08:06AM,esp8266_readings,1,615,18.90,45.00
2088,November 20 2019 at 08:07AM,esp8266_readings,1,603,18.90,45.00
2089,November 20 2019 at 08:08AM,esp8266_readings,1,590,18.90,45.00
2090,November 20 2019 at 08:09AM,esp8266_readings,1,571,18.90,46.00
2091,November 20 2019 at 08:10AM,esp8266_readings,1,544,19.00,46.00
2092,November 20 2019 at 08:11AM,esp8266_readings,1,520,19.00,46.00
2093,November 20 2019 at 08:12AM,esp8266_readings,1,505,19.00,46.00
2094,November 20 2019 at 08:13AM,esp8266_readings,1,495,19.00,46.00
2095,November 20 2019 at 08:14AM,esp8266_readings,1,495,19.10,46.00
2096,November 20 2019 at 08:15AM,esp8266_readings,1,498,19.10,46.00
2097,November 20 2019 at 08:16AM,esp8266_readings,1,497,19.10,46.00
2098,November 20 2019 at 08:17AM,esp8266_readings,1,497,19.10,46.00
2099,November 20 2019 at 08:18AM,esp8266_readings,1,497,19.10,46.00
2100,November 20 2019 at 08:19AM,esp8266_readings,1,499,19.10,46.00
2101,November 20 2019 at 08:20AM,esp8266_readings,1,497,19.10,46.00
2102,November 20 2019 at 08:21AM,esp8266_readings,1,497,19.20,46.00
2103,November 20 2019 at 08:22AM,esp8266_readings,1,502,19.20,46.00
2104,November 20 2019 at 08:23AM,esp8266_readings,1,508,19.20,45.00
2105,November 20 2019 at 08:24AM,esp8266_readings,1,512,19.20,46.00
2106,November 20 2019 at 08:25AM,esp8266_readings,1,514,19.20,45.00
2107,November 20 2019 at 08:26AM,esp8266_readings,1,521,19.20,46.00
2108,November 20 2019 at 08:27AM,esp8266_readings,1,531,19.30,45.00
2109,November 20 2019 at 08:28AM,esp8266_readings,1,542,19.30,45.00
2110,November 20 2019 at 08:29AM,esp8266_readings,1,555,19.30,45.00
2111,November 20 2019 at 08:30AM,esp8266_readings,1,568,19.30,45.00
2112,November 20 2019 at 08:31AM,esp8266_readings,1,580,19.30,45.00
2113,November 20 2019 at 08:32AM,esp8266_readings,1,586,19.30,45.00
2114,November 20 2019 at 08:33AM,esp8266_readings,1,589,19.30,45.00
2115,November 20 2019 at 08:34AM,esp8266_readings,1,586,19.30,45.00
2116,November 20 2019 at 08:35AM,esp8266_readings,1,591,19.30,45.00
2117,November 20 2019 at 08:36AM,esp8266_readings,1,588,19.30,45.00
2118,November 20 2019 at 08:37AM,esp8266_readings,1,581,19.30,45.00
2119,November 20 2019 at 08:38AM,esp8266_readings,1,582,19.30,45.00
2120,November 20 2019 at 08:39AM,esp8266_readings,1,596,19.30,45.00
2121,November 20 2019 at 08:40AM,esp8266_readings,1,620,19.30,45.00
2122,November 20 2019 at 08:41AM,esp8266_readings,1,646,19.30,45.00
2123,November 20 2019 at 08:42AM,esp8266_readings,1,657,19.30,45.00
2124,November 20 2019 at 08:43AM,esp8266_readings,1,649,19.30,45.00
2125,November 20 2019 at 08:44AM,esp8266_readings,1,641,19.30,45.00
2126,November 20 2019 at 08:45AM,esp8266_readings,1,634,19.30,45.00
2127,November 20 2019 at 08:46AM,esp8266_readings,1,633,19.30,45.00
2128,November 20 2019 at 08:47AM,esp8266_readings,1,633,19.30,45.00
2129,November 20 2019 at 08:48AM,esp8266_readings,1,627,19.30,45.00
2130,November 20 2019 at 08:49AM,esp8266_readings,1,615,19.30,45.00
2131,November 20 2019 at 08:50AM,esp8266_readings,1,600,19.30,45.00
2132,November 20 2019 at 08:51AM,esp8266_readings,1,586,19.30,45.00
2133,November 20 2019 at 08:52AM,esp8266_readings,1,570,19.30,45.00
2134,November 20 2019 at 08:53AM,esp8266_readings,1,546,19.30,45.00
2135,November 20 2019 at 08:54AM,esp8266_readings,1,526,19.30,45.00
2136,November 20 2019 at 08:55AM,esp8266_readings,1,514,19.30,45.00
2137,November 20 2019 at 08:56AM,esp8266_readings,1,509,19.30,45.00
2138,November 20 2019 at 08:57AM,esp8266_readings,1,514,19.30,45.00
2139,November 20 2019 at 08:58AM,esp8266_readings,1,517,19.40,45.00
2140,November 20 2019 at 08:59AM,esp8266_readings,1,518,19.40,45.00
2141,November 20 2019 at 09:00AM,esp8266_readings,1,522,19.40,45.00
2142,November 20 2019 at 09:01AM,esp8266_readings,1,525,19.40,44.00
2143,November 20 2019 at 09:02AM,esp8266_readings,1,536,19.40,45.00
2144,November 20 2019 at 09:03AM,esp8266_readings,1,546,19.40,45.00
2145,November 20 2019 at 09:04AM,esp8266_readings,1,552,19.40,44.00
2146,November 20 2019 at 09:05AM,esp8266_readings,1,553,19.40,45.00
2147,November 20 2019 at 09:06AM,esp8266_readings,1,557,19.40,44.00
2148,November 20 2019 at 09:07AM,esp8266_readings,1,568,19.40,44.00
2149,November 20 2019 at 09:08AM,esp8266_readings,1,513,19.40,44.00
2150,November 20 2019 at 09:09AM,esp8266_readings,1,512,19.50,45.00
2151,November 20 2019 at 09:10AM,esp8266_readings,1,506,19.50,44.00
2152,November 20 2019 at 09:11AM,esp8266_readings,1,501,19.50,45.00
2153,November 20 2019 at 09:12AM,esp8266_readings,1,499,19.50,45.00
2154,November 20 2019 at 09:13AM,esp8266_readings,1,496,19.50,44.00
2155,November 20 2019 at 09:14AM,esp8266_readings,1,496,19.50,45.00
2156,November 20 2019 at 09:15AM,esp8266_readings,1,496,19.50,44.00
2157,November 20 2019 at 09:16AM,esp8266_readings,1,500,19.50,44.00
2158,November 20 2019 at 09:17AM,esp8266_readings,1,508,19.50,44.00
2159,November 20 2019 at 09:18AM,esp8266_readings,1,509,19.50,44.00
2160,November 20 2019 at 09:19AM,esp8266_readings,1,500,19.50,44.00
2161,November 20 2019 at 09:20AM,esp8266_readings,1,488,19.50,44.00
2162,November 20 2019 at 09:21AM,esp8266_readings,1,476,19.50,44.00
2163,November 20 2019 at 09:22AM,esp8266_readings,1,462,19.60,45.00
2164,November 20 2019 at 09:23AM,esp8266_readings,1,449,19.60,45.00
2165,November 20 2019 at 09:24AM,esp8266_readings,1,449,19.60,45.00
2166,November 20 2019 at 09:25AM,esp8266_readings,1,447,19.60,46.00
2167,November 20 2019 at 09:26AM,esp8266_readings,1,451,19.60,46.00
2168,November 20 2019 at 09:27AM,esp8266_readings,1,457,19.60,46.00
2169,November 20 2019 at 09:28AM,esp8266_readings,1,463,19.60,46.00
2170,November 20 2019 at 09:29AM,esp8266_readings,1,486,19.60,47.00
2171,November 20 2019 at 09:30AM,esp8266_readings,1,552,19.60,46.00
2172,November 20 2019 at 09:31AM,esp8266_readings,1,485,19.60,46.00
2173,November 20 2019 at 09:32AM,esp8266_readings,1,477,19.70,46.00
2174,November 20 2019 at 09:33AM,esp8266_readings,1,484,19.70,46.00
2175,November 20 2019 at 09:34AM,esp8266_readings,1,493,19.70,46.00
2176,November 20 2019 at 09:35AM,esp8266_readings,0,546,19.70,46.00
2177,November 20 2019 at 09:36AM,esp8266_readings,0,545,19.70,46.00
2178,November 20 2019 at 09:37AM,esp8266_readings,0,553,19.70,46.00
2179,November 20 2019 at 09:38AM,esp8266_readings,0,555,19.70,46.00
2180,November 20 2019 at 09:39AM,esp8266_readings,0,557,19.70,46.00
2181,November 20 2019 at 09:40AM,esp8266_readings,0,554,19.70,46.00
2182,November 20 2019 at 09:41AM,esp8266_readings,0,536,19.70,46.00
2183,November 20 2019 at 09:42AM,esp8266_readings,0,521,19.70,46.00
2184,November 20 2019 at 09:43AM,esp8266_readings,0,512,19.60,45.00
2185,November 20 2019 at 09:44AM,esp8266_readings,0,489,19.70,45.00
2186,November 20 2019 at 09:45AM,esp8266_readings,0,483,19.70,45.00
2187,November 20 2019 at 09:46AM,esp8266_readings,0,484,19.60,45.00
